Frequency(Hz),Current_Fault,P2306001,P2306003,Eng Unit,P2305002,AMEC
1.14E+07,4.103853504,3.20287026,3.226344795,3.24E+00,3.24E+00,3.24E+00
1.14E+07,4.106497047,3.203311944,3.226515504,3.24E+00,3.24E+00,3.24E+00
1.14E+07,4.110403534,3.203839942,3.226880557,3.24E+00,3.24E+00,3.24E+00
1.14E+07,4.115473171,3.204389133,3.227610892,3.24E+00,3.24E+00,3.24E+00
1.14E+07,4.119490417,3.204518938,3.228059665,3.24E+00,3.24E+00,3.24E+00
1.14E+07,4.122784903,3.205033861,3.228249034,3.24E+00,3.24E+00,3.24E+00
1.14E+07,4.128119266,3.20540191,3.228627741,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.130619591,3.205825308,3.229058577,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.135262096,3.206182233,3.22935316,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.139838289,3.206642263,3.230042082,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.143463399,3.206915582,3.23068829,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.147592535,3.207388672,3.230916872,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.152485738,3.207634666,3.231402863,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.154630405,3.208172773,3.231463264,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.159786493,3.208577489,3.232123567,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.163798578,3.208974888,3.232607415,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.169081711,3.209107574,3.232924952,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.173072612,3.209698219,3.233317562,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.178333348,3.209981946,3.233782253,3.24E+00,3.25E+00,3.24E+00
1.14E+07,4.181633197,3.210585296,3.234112628,3.25E+00,3.25E+00,3.24E+00
1.14E+07,4.187585796,3.210716372,3.234592434,3.25E+00,3.25E+00,3.24E+00
1.14E+07,4.192017424,3.211369381,3.234781087,3.25E+00,3.25E+00,3.24E+00
1.14E+07,4.200192404,3.211677514,3.235437605,3.25E+00,3.25E+00,3.24E+00
1.14E+07,4.200611919,3.211974868,3.235845718,3.25E+00,3.25E+00,3.25E+00
1.14E+07,4.20628204,3.212394,3.236180819,3.25E+00,3.25E+00,3.25E+00
1.14E+07,4.20871033,3.21276598,3.236684131,3.25E+00,3.25E+00,3.25E+00
1.14E+07,4.215996453,3.213363744,3.236987726,3.25E+00,3.25E+00,3.25E+00
1.14E+07,4.22027429,3.213654522,3.237640897,3.25E+00,3.25E+00,3.25E+00
1.14E+07,4.224603055,3.213947517,3.237832242,3.25E+00,3.25E+00,3.25E+00
1.14E+07,4.230097691,3.214432632,3.238435886,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.236604713,3.214724856,3.238874263,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.241103028,3.215339959,3.239194944,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.2462018,3.215617427,3.239614751,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.253361125,3.216243052,3.240029576,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.255601871,3.216171449,3.240558432,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.26223779,3.216723467,3.24080915,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.268769494,3.217117539,3.241256386,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.272420103,3.217795271,3.24175941,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.277515375,3.218110181,3.242393268,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.287087681,3.218324105,3.242663645,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.289413571,3.218760101,3.243059947,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.296371156,3.219179013,3.24336117,3.25E+00,3.26E+00,3.25E+00
1.15E+07,4.301899303,3.219726317,3.243839749,3.26E+00,3.26E+00,3.25E+00
1.15E+07,4.306152621,3.220059169,3.244181074,3.26E+00,3.26E+00,3.25E+00
1.15E+07,4.314210025,3.220352969,3.244737219,3.26E+00,3.26E+00,3.25E+00
1.15E+07,4.32171198,3.220898837,3.245063308,3.26E+00,3.26E+00,3.26E+00
1.15E+07,4.328500512,3.221293574,3.245636229,3.26E+00,3.26E+00,3.26E+00
1.15E+07,4.332310737,3.221499985,3.246024633,3.26E+00,3.26E+00,3.26E+00
1.15E+07,4.338401412,3.221979978,3.246429323,3.26E+00,3.26E+00,3.26E+00
1.15E+07,4.342993891,3.222365518,3.246732433,3.26E+00,3.26E+00,3.26E+00
1.15E+07,4.353645114,3.222741584,3.247345358,3.26E+00,3.26E+00,3.26E+00
1.15E+07,4.360471994,3.223224884,3.247816355,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.366791321,3.223385403,3.248025204,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.369788722,3.223890521,3.248326846,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.379960203,3.224569974,3.249016556,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.389407546,3.225017951,3.249432414,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.396489422,3.225084768,3.249987613,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.40615543,3.225498981,3.250100395,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.410501799,3.225980005,3.250537911,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.412651762,3.22640298,3.251103716,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.425107304,3.226781762,3.251612486,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.43355801,3.227265075,3.252042071,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.442863564,3.227634488,3.252278027,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.450622075,3.228161093,3.25279355,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.455224187,3.228423725,3.253249336,3.26E+00,3.27E+00,3.26E+00
1.15E+07,4.466973376,3.22895927,3.253503192,3.27E+00,3.27E+00,3.26E+00
1.15E+07,4.475806067,3.229422649,3.254087732,3.27E+00,3.27E+00,3.26E+00
1.15E+07,4.485398396,3.229765456,3.254636139,3.27E+00,3.27E+00,3.27E+00
1.15E+07,4.49523986,3.229999017,3.254960682,3.27E+00,3.27E+00,3.27E+00
1.15E+07,4.506319995,3.230485367,3.25549267,3.27E+00,3.27E+00,3.27E+00
1.16E+07,4.510512128,3.231004373,3.255751341,3.27E+00,3.27E+00,3.27E+00
1.16E+07,4.519466139,3.231206007,3.256247344,3.27E+00,3.27E+00,3.27E+00
1.16E+07,4.530421554,3.231886976,3.256694495,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.538061981,3.23221667,3.257138914,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.554700415,3.232393967,3.257478401,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.566221426,3.232809643,3.258189683,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.572118054,3.233469038,3.258486746,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.581908868,3.233740414,3.258645604,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.598341694,3.234300407,3.259396208,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.606311937,3.234689001,3.259629996,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.622787073,3.234978448,3.260123997,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.635863745,3.235297247,3.260645238,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.64248654,3.23579887,3.260844757,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.651657865,3.236414043,3.261652496,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.668674808,3.236846184,3.261830742,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.690363039,3.237126962,3.262365715,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.700289969,3.237445235,3.262665038,3.27E+00,3.28E+00,3.27E+00
1.16E+07,4.712495312,3.238044295,3.263320312,3.28E+00,3.28E+00,3.27E+00
1.16E+07,4.730723932,3.238225796,3.263638871,3.28E+00,3.28E+00,3.28E+00
1.16E+07,4.74658838,3.238844065,3.264064781,3.28E+00,3.28E+00,3.28E+00
1.16E+07,4.758800345,3.239103651,3.264643657,3.28E+00,3.28E+00,3.28E+00
1.16E+07,4.788541195,3.239500812,3.264987462,3.28E+00,3.28E+00,3.28E+00
1.16E+07,4.806193891,3.239770557,3.265394626,3.28E+00,3.28E+00,3.28E+00
1.16E+07,4.813928599,3.240409457,3.265951921,3.28E+00,3.28E+00,3.28E+00
1.16E+07,4.847770466,3.240873645,3.266164578,3.28E+00,3.29E+00,3.28E+00
1.16E+07,4.856002997,3.241109255,3.266689689,3.28E+00,3.29E+00,3.28E+00
1.16E+07,4.87330663,3.241497554,3.267262248,3.28E+00,3.29E+00,3.28E+00
1.16E+07,4.910725701,3.241912586,3.267639555,3.28E+00,3.29E+00,3.28E+00
1.16E+07,4.925761667,3.242350156,3.268030641,3.28E+00,3.29E+00,3.28E+00
1.16E+07,4.947870783,3.242870038,3.268341745,3.28E+00,3.29E+00,3.28E+00
1.16E+07,4.970963528,3.243296208,3.268877846,3.28E+00,3.29E+00,3.28E+00
1.16E+07,5.00932465,3.243658699,3.269526433,3.28E+00,3.29E+00,3.28E+00
1.16E+07,5.04604518,3.243994844,3.270036642,3.28E+00,3.29E+00,3.28E+00
1.16E+07,5.069404841,3.244336905,3.270240792,3.28E+00,3.29E+00,3.28E+00
1.16E+07,5.103565225,3.244918515,3.270538828,3.28E+00,3.29E+00,3.28E+00
1.16E+07,5.137649587,3.245171532,3.271087964,3.28E+00,3.29E+00,3.28E+00
1.16E+07,5.187094069,3.24575947,3.2715104,3.28E+00,3.29E+00,3.28E+00
1.16E+07,5.244239709,3.246256301,3.272266143,3.28E+00,3.29E+00,3.28E+00
1.16E+07,5.297708405,3.246502937,3.272669396,3.29E+00,3.29E+00,3.28E+00
1.16E+07,5.367264844,3.247122297,3.272808626,3.29E+00,3.29E+00,3.28E+00
1.17E+07,5.421878109,3.247353902,3.27316888,3.29E+00,3.29E+00,3.29E+00
1.17E+07,5.513484155,3.247998554,3.273907662,3.29E+00,3.29E+00,3.29E+00
1.17E+07,5.572225515,3.248347619,3.274370754,3.29E+00,3.29E+00,3.29E+00
1.17E+07,5.728079208,3.24868385,3.274626788,3.29E+00,3.29E+00,3.29E+00
1.17E+07,5.849517146,3.24900267,3.275190927,3.29E+00,3.29E+00,3.29E+00
1.17E+07,6.123688238,3.24942413,3.27544718,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.926092054,3.249915822,3.275962788,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.869977345,3.25037548,3.276399918,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.689552284,3.250942551,3.276917487,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.624697874,3.251096902,3.277357602,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.47549305,3.251621514,3.277964916,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.407775146,3.251863338,3.278037913,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.359801421,3.252426569,3.278827522,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.28181204,3.252891559,3.279154822,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.245609082,3.253372743,3.279625174,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.178859469,3.253756454,3.280161238,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.151876312,3.254104471,3.280579225,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.103071767,3.254673407,3.281014474,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.068636732,3.255002223,3.281294891,3.29E+00,3.30E+00,3.29E+00
1.17E+07,5.033586025,3.255328816,3.281720843,3.30E+00,3.30E+00,3.29E+00
1.17E+07,5.007402356,3.255998311,3.282243859,3.30E+00,3.30E+00,3.29E+00
1.17E+07,4.973047664,3.256268909,3.282757014,3.30E+00,3.30E+00,3.30E+00
1.17E+07,4.941537423,3.256626045,3.283476338,3.30E+00,3.30E+00,3.30E+00
1.17E+07,4.938107934,3.257011621,3.283583969,3.30E+00,3.30E+00,3.30E+00
1.17E+07,4.898303568,3.257616311,3.284147498,3.30E+00,3.30E+00,3.30E+00
1.17E+07,4.883791992,3.257922696,3.284523044,3.30E+00,3.30E+00,3.30E+00
1.17E+07,4.854632598,3.258427634,3.285035172,3.30E+00,3.30E+00,3.30E+00
1.17E+07,4.842683311,3.258831551,3.28531143,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.815388776,3.259017393,3.285955215,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.807212374,3.259549597,3.286457459,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.781444487,3.260014885,3.286928652,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.763644087,3.260441608,3.287365568,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.748844871,3.260959048,3.287544732,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.724351963,3.261122353,3.288237914,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.717751839,3.261724359,3.288515569,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.709335749,3.262342666,3.289378437,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.693862246,3.262314483,3.289598959,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.67231222,3.262966942,3.290147691,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.657613547,3.263477682,3.290398739,3.30E+00,3.31E+00,3.30E+00
1.17E+07,4.645947536,3.263903877,3.291086307,3.30E+00,3.31E+00,3.30E+00
1.18E+07,4.631372056,3.264383671,3.291484862,3.30E+00,3.31E+00,3.30E+00
1.18E+07,4.620609593,3.264766553,3.291992311,3.31E+00,3.31E+00,3.30E+00
1.18E+07,4.608647149,3.265149581,3.292545538,3.31E+00,3.31E+00,3.31E+00
1.18E+07,4.599989325,3.26555365,3.292527778,3.31E+00,3.31E+00,3.31E+00
1.18E+07,4.585744018,3.266022073,3.293183125,3.31E+00,3.31E+00,3.31E+00
1.18E+07,4.576227979,3.266267288,3.293639086,3.31E+00,3.31E+00,3.31E+00
1.18E+07,4.567695918,3.267019428,3.294195225,3.31E+00,3.31E+00,3.31E+00
1.18E+07,4.555449541,3.267468698,3.294604451,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.548180113,3.267726349,3.295362503,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.535013637,3.268250086,3.295682085,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.525339896,3.268799133,3.295992726,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.513771562,3.269128487,3.296661682,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.5057517,3.269426105,3.297134981,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.494780063,3.269702936,3.297344281,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.488342976,3.270248823,3.297916635,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.480119213,3.270693073,3.298224653,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.468908863,3.271320986,3.298658819,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.459418815,3.27151194,3.29922519,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.452833175,3.271908899,3.299630768,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.447684513,3.272509938,3.300216307,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.436445269,3.272850391,3.300682348,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.431176743,3.273398278,3.301103508,3.31E+00,3.32E+00,3.31E+00
1.18E+07,4.42177504,3.273889093,3.301584898,3.32E+00,3.32E+00,3.32E+00
1.18E+07,4.412790599,3.274162649,3.302033232,3.32E+00,3.32E+00,3.32E+00
1.18E+07,4.408272524,3.274751033,3.30241291,3.32E+00,3.32E+00,3.32E+00
1.18E+07,4.401814763,3.275224117,3.30302038,3.32E+00,3.32E+00,3.32E+00
1.18E+07,4.392846743,3.275491518,3.303396281,3.32E+00,3.32E+00,3.32E+00
1.18E+07,4.385492542,3.275916134,3.304088252,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.378465952,3.276259425,3.304353846,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.370503808,3.276604698,3.304755468,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.366570511,3.277259686,3.305179992,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.358099849,3.277697341,3.305834983,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.351103761,3.27810028,3.306322506,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.344340278,3.278771633,3.306805845,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.339859695,3.279090932,3.30698979,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.334274159,3.279198386,3.307517174,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.326455387,3.279719597,3.307991922,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.321494386,3.280311604,3.308607578,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.314718361,3.280640114,3.308950553,3.32E+00,3.33E+00,3.32E+00
1.18E+07,4.309744917,3.281227994,3.309477126,3.32E+00,3.33E+00,3.32E+00
1.19E+07,4.304485839,3.281769705,3.310305359,3.32E+00,3.33E+00,3.32E+00
1.19E+07,4.297241564,3.282314268,3.310709986,3.33E+00,3.33E+00,3.32E+00
1.19E+07,4.292059865,3.282597784,3.311048229,3.33E+00,3.33E+00,3.32E+00
1.19E+07,4.285174615,3.282838263,3.311470675,3.33E+00,3.33E+00,3.33E+00
1.19E+07,4.281194302,3.283435283,3.311803431,3.33E+00,3.33E+00,3.33E+00
1.19E+07,4.274910829,3.283673183,3.312411388,3.33E+00,3.33E+00,3.33E+00
1.19E+07,4.273196485,3.284256667,3.312869698,3.33E+00,3.33E+00,3.33E+00
1.19E+07,4.263375109,3.284475188,3.313504958,3.33E+00,3.33E+00,3.33E+00
1.19E+07,4.258797628,3.285022214,3.3136119,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.253465293,3.285750683,3.313957468,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.249765018,3.286100911,3.314454725,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.246531726,3.286312427,3.315173332,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.237467276,3.287104959,3.315801702,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.235637757,3.287427425,3.316092146,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.232173489,3.287612584,3.31654449,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.225136544,3.2884286,3.317191275,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.221062003,3.288724163,3.317617408,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.214084122,3.289123981,3.318283532,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.210131616,3.289731121,3.318975987,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.206468997,3.290056843,3.319080948,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.201297716,3.290583324,3.319325137,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.195523931,3.290833408,3.320051946,3.33E+00,3.34E+00,3.33E+00
1.19E+07,4.191969974,3.291435346,3.32042313,3.34E+00,3.34E+00,3.33E+00
1.19E+07,4.18698913,3.291779021,3.32095074,3.34E+00,3.34E+00,3.34E+00
1.19E+07,4.182711999,3.292049198,3.321465496,3.34E+00,3.34E+00,3.34E+00
1.19E+07,4.180465116,3.292723478,3.321908559,3.34E+00,3.34E+00,3.34E+00
1.19E+07,4.175178922,3.293417271,3.322436519,3.34E+00,3.34E+00,3.34E+00
1.19E+07,4.169554087,3.293755665,3.322763356,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.166593705,3.293870001,3.323518288,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.16246897,3.294298874,3.323631352,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.157109549,3.294857104,3.324240287,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.154455946,3.29559597,3.325001513,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.149745844,3.295762187,3.325314657,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.146915985,3.296191359,3.325606191,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.142485195,3.296812055,3.326144981,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.140198676,3.297256813,3.326538375,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.133671847,3.297586752,3.327215117,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.128730302,3.298232367,3.32772609,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.125662255,3.298557563,3.327978043,3.34E+00,3.35E+00,3.34E+00
1.19E+07,4.123126362,3.298962354,3.328620471,3.34E+00,3.35E+00,3.34E+00
1.20E+07,4.117741827,3.299573954,3.329025053,3.34E+00,3.35E+00,3.34E+00
1.20E+07,4.114309936,3.300190611,3.329500729,3.34E+00,3.35E+00,3.34E+00
1.20E+07,4.111545029,3.300537372,3.330104285,3.35E+00,3.35E+00,3.35E+00
1.20E+07,4.107591939,3.300765879,3.330768047,3.35E+00,3.35E+00,3.35E+00
1.20E+07,4.104674341,3.301294721,3.330919696,3.35E+00,3.35E+00,3.35E+00
1.20E+07,4.103104951,3.301636906,3.331465851,3.35E+00,3.35E+00,3.35E+00
1.20E+07,4.098115168,3.302141369,3.331901858,3.35E+00,3.35E+00,3.35E+00
1.20E+07,4.093298605,3.302649829,3.332490113,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.088939675,3.303167187,3.332804025,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.086980683,3.303517924,3.333263937,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.083551376,3.304021067,3.333957285,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.079795097,3.304682062,3.334478084,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.077205069,3.305060698,3.335009794,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.072830059,3.305465705,3.335550577,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.069038727,3.305594844,3.33608748,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.06766372,3.306363516,3.336634922,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.06341732,3.306716934,3.336881404,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.059501084,3.307256417,3.337481633,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.055891423,3.307483081,3.337923889,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.053694281,3.307864455,3.338509594,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.051284625,3.308537616,3.338987287,3.35E+00,3.36E+00,3.35E+00
1.20E+07,4.047656355,3.309084471,3.339642292,3.36E+00,3.36E+00,3.35E+00
1.20E+07,4.043710296,3.309519454,3.340428765,3.36E+00,3.36E+00,3.36E+00
1.20E+07,4.040168892,3.30988002,3.340440969,3.36E+00,3.36E+00,3.36E+00
1.20E+07,4.039362385,3.310222763,3.340822673,3.36E+00,3.36E+00,3.36E+00
1.20E+07,4.035587697,3.310957552,3.34121534,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.031325413,3.311427751,3.341699749,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.027705259,3.311780211,3.34257243,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.025505451,3.312072848,3.343089717,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.021823183,3.312609842,3.343214597,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.019034172,3.31327009,3.344114566,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.01585395,3.313435668,3.3445181,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.014555023,3.314234584,3.345042635,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.011799875,3.314349099,3.345522302,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.007600532,3.314815454,3.345933021,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.00610122,3.315323867,3.34600345,3.36E+00,3.37E+00,3.36E+00
1.20E+07,4.003287911,3.315955592,3.346901924,3.36E+00,3.37E+00,3.36E+00
1.20E+07,3.998630597,3.316226742,3.347635841,3.36E+00,3.37E+00,3.36E+00
1.20E+07,3.995880683,3.316994088,3.347764898,3.36E+00,3.37E+00,3.36E+00
1.20E+07,3.993710093,3.317389765,3.348102824,3.36E+00,3.37E+00,3.36E+00
1.21E+07,3.990923623,3.317662146,3.34884987,3.37E+00,3.37E+00,3.36E+00
1.21E+07,3.990126132,3.318123684,3.349299151,3.37E+00,3.37E+00,3.37E+00
1.21E+07,3.985367461,3.318799086,3.349856714,3.37E+00,3.37E+00,3.37E+00
1.21E+07,3.982712098,3.319074857,3.35063084,3.37E+00,3.37E+00,3.37E+00
1.21E+07,3.980867058,3.31949737,3.350745995,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.97816829,3.320329401,3.351198804,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.975787347,3.32057881,3.351737278,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.972258513,3.320932422,3.352409546,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.969875462,3.321437663,3.352925259,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.966776377,3.321748471,3.353288097,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.963816132,3.322269508,3.353801136,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.961325983,3.322807726,3.354286474,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.959717353,3.323501493,3.354845921,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.955730403,3.323962273,3.35549517,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.953812308,3.324221902,3.355869206,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.952193129,3.324661438,3.356316135,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.949835463,3.325279904,3.357159327,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.946156408,3.326040207,3.357598287,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.944703969,3.326403094,3.358052184,3.37E+00,3.38E+00,3.37E+00
1.21E+07,3.942148048,3.326534374,3.358352116,3.38E+00,3.38E+00,3.38E+00
1.21E+07,3.93951569,3.327032425,3.358984237,3.38E+00,3.38E+00,3.38E+00
1.21E+07,3.936693304,3.327948474,3.359407356,3.38E+00,3.38E+00,3.38E+00
1.21E+07,3.934416167,3.328119916,3.36001937,3.38E+00,3.38E+00,3.38E+00
1.21E+07,3.930954017,3.328296756,3.360350997,3.38E+00,3.39E+00,3.38E+00
1.21E+07,3.928466549,3.328923822,3.360889633,3.38E+00,3.39E+00,3.38E+00
1.21E+07,3.927025209,3.329339598,3.361826969,3.38E+00,3.39E+00,3.38E+00
1.21E+07,3.925008997,3.330107909,3.3619208,3.38E+00,3.39E+00,3.38E+00
1.21E+07,3.921646491,3.330492007,3.362524892,3.38E+00,3.39E+00,3.38E+00
1.21E+07,3.919516536,3.330798772,3.363030427,3.38E+00,3.39E+00,3.38E+00
1.21E+07,3.917306045,3.331319615,3.363783363,3.38E+00,3.39E+00,3.38E+00
1.21E+07,3.915968587,3.33177766,3.363636915,3.38E+00,3.39E+00,3.38E+00
1.21E+07,3.912909084,3.332643252,3.364693031,3.38E+00,3.39E+00,3.38E+00
1.21E+07,3.910760595,3.333096139,3.365099458,3.38E+00,3.39E+00,3.38E+00
